Transaction_ID,Date,Type,Category,Amount,Vendor_ID,Employee_ID,Program_ID,Grant_ID,State,Payment_Method,Status,Description
T007766,2025-08-24,Income,International NGO,9449659,,,P006,G016,Tamil Nadu,Bank Transfer,Completed,International NGO
T007767,2025-05-27,Expense,Rent,-111682,V102,,P010,G022,Rajasthan,Bank Transfer,Pending,Rent
T007768,2026-06-24,Expense,Utilities,-73729,V095,,P011,G016,Tamil Nadu,RTGS,Completed,Utilities
T007769,2025-12-04,Income,Individual Donation,56595,,,P011,G018,Rajasthan,Bank Transfer,Pending,Individual Donation
T007770,2025-07-10,Income,Individual Donation,19561,,,P002,G010,Maharashtra,UPI,Failed,Individual Donation
T007771,2025-11-14,Income,Corporate Donation,119082,,,P010,G006,Madhya Pradesh,UPI,Failed,Corporate Donation
T007772,2026-04-19,Income,CSR Grant,11764545,,,P007,G005,Rajasthan,RTGS,Completed,CSR Grant
T007773,2026-05-21,Income,Corporate Donation,2309287,,,P002,G011,Delhi,UPI,Completed,Corporate Donation
T007774,2026-05-11,Expense,Utilities,-61354,V044,,P013,G021,Maharashtra,UPI,Completed,Utilities
T007775,2025-05-16,Income,Government Grant,15588267,,,P003,G008,Uttar Pradesh,Cheque,Completed,Government Grant
T007776,2024-10-15,Expense,Rent,-68235,V033,,P001,G018,Maharashtra,RTGS,Pending,Rent
T007777,2026-04-03,Expense,Medicines,-76726,V058,,P006,G019,Gujarat,NEFT,Failed,Medicines
T007778,2026-03-25,Income,Individual Donation,36226,,,P008,G009,Madhya Pradesh,Bank Transfer,Completed,Individual Donation
T007779,2025-10-14,Income,Individual Donation,86124,,,P010,G012,Uttar Pradesh,Bank Transfer,Completed,Individual Donation
T007780,2024-08-29,Income,International NGO,19032982,,,P005,G013,Madhya Pradesh,Bank Transfer,Pending,International NGO
T007781,2024-08-31,Income,Government Grant,14784541,,,P009,G010,Maharashtra,Cheque,Completed,Government Grant
T007782,2026-03-05,Expense,Consulting,-88151,V060,,P009,G003,Tamil Nadu,Bank Transfer,Completed,Consulting
T007783,2024-08-29,Income,Government Grant,16489357,,,P014,G023,Rajasthan,NEFT,Completed,Government Grant
T007784,2025-04-28,Expense,Nutrition Kits,-321436,V015,,P014,G017,Rajasthan,RTGS,Completed,Nutrition Kits
T007785,2026-01-07,Expense,Medicines,-400120,V003,,P004,G015,Delhi,RTGS,Completed,Medicines
T007786,2026-07-07,Income,International NGO,14700279,,,P012,G014,Maharashtra,Bank Transfer,Pending,International NGO
T007787,2024-12-02,Expense,Consulting,-146944,V028,,P005,G024,Delhi,UPI,Completed,Consulting
T007788,2025-10-02,Expense,Salary,-93544,,E109,P013,G007,Rajasthan,UPI,Completed,Salary
T007789,2026-02-19,Income,CSR Grant,6268357,,,P007,G020,Delhi,Bank Transfer,Completed,CSR Grant
T007790,2025-01-26,Expense,Office Supplies,-23938,V114,,P014,G010,Karnataka,Bank Transfer,Completed,Office Supplies
T007791,2024-08-30,Expense,Office Supplies,-49261,V095,,P004,G023,Delhi,UPI,Completed,Office Supplies
T007792,2026-01-13,Expense,Rent,-54043,V075,,P003,G001,Uttar Pradesh,UPI,Completed,Rent
T007793,2025-09-06,Expense,Medicines,-155077,V040,,P009,G024,Maharashtra,Bank Transfer,Failed,Medicines
T007794,2026-06-29,Income,International NGO,29367468,,,P006,G021,Maharashtra,NEFT,Completed,International NGO
T007795,2025-12-01,Income,International NGO,29071868,,,P005,G002,Gujarat,NEFT,Completed,International NGO
T007796,2025-01-15,Income,Corporate Donation,3745569,,,P004,G001,Rajasthan,UPI,Completed,Corporate Donation
T007797,2024-12-30,Income,International NGO,9919891,,,P010,G022,Gujarat,RTGS,Completed,International NGO
T007798,2024-12-17,Expense,Office Supplies,-13982,V078,,P006,G010,Uttar Pradesh,NEFT,Pending,Office Supplies
T007799,2025-07-01,Income,Government Grant,3136043,,,P014,G009,Karnataka,Cheque,Completed,Government Grant
T007800,2025-11-07,Expense,Utilities,-15563,V049,,P001,G010,Madhya Pradesh,UPI,Completed,Utilities
T007801,2024-12-04,Expense,IT Equipment,-127383,V080,,P004,G008,Karnataka,RTGS,Completed,IT Equipment
T007802,2024-07-22,Income,Corporate Donation,3885922,,,P007,G006,Uttar Pradesh,NEFT,Completed,Corporate Donation
T007803,2025-11-03,Income,Individual Donation,77482,,,P007,G003,Karnataka,RTGS,Completed,Individual Donation
T007804,2024-09-11,Expense,Nutrition Kits,-226468,V021,,P013,G001,Karnataka,RTGS,Completed,Nutrition Kits
T007805,2024-10-15,Expense,IT Equipment,-212934,V044,,P001,G003,Delhi,UPI,Completed,IT Equipment
T007806,2026-02-11,Income,CSR Grant,8991231,,,P010,G019,Tamil Nadu,RTGS,Failed,CSR Grant
T007807,2025-07-22,Income,Corporate Donation,4977587,,,P001,G021,Madhya Pradesh,Cheque,Completed,Corporate Donation
T007808,2025-01-17,Expense,Nutrition Kits,-363770,V020,,P011,G015,Gujarat,Bank Transfer,Failed,Nutrition Kits
T007809,2025-07-28,Expense,Training,-14531,V111,,P004,G014,Maharashtra,UPI,Failed,Training
T007810,2025-12-19,Income,Corporate Donation,534828,,,P001,G003,Gujarat,Bank Transfer,Completed,Corporate Donation
T007811,2026-01-05,Income,Government Grant,7449629,,,P004,G012,Gujarat,NEFT,Failed,Government Grant
T007812,2024-07-21,Expense,Rent,-143549,V077,,P015,G010,Madhya Pradesh,UPI,Pending,Rent
T007813,2024-10-27,Expense,Travel,-4293,V050,,P002,G002,Tamil Nadu,Cheque,Completed,Travel
T007814,2024-08-01,Expense,Travel,-8835,V062,,P008,G020,Uttar Pradesh,RTGS,Completed,Travel
T007815,2026-07-14,Income,Corporate Donation,899563,,,P014,G024,Maharashtra,RTGS,Failed,Corporate Donation
T007816,2026-01-13,Expense,Medicines,-57605,V039,,P004,G024,Gujarat,NEFT,Completed,Medicines
T007817,2025-12-31,Income,Government Grant,44602879,,,P014,G025,Tamil Nadu,RTGS,Completed,Government Grant
T007818,2025-12-28,Expense,Salary,-50109,,E290,P011,G005,Gujarat,NEFT,Completed,Salary
T007819,2026-03-04,Income,Corporate Donation,3252475,,,P006,G013,Karnataka,Bank Transfer,Failed,Corporate Donation
T007820,2025-03-05,Income,CSR Grant,3965556,,,P006,G014,Maharashtra,NEFT,Completed,CSR Grant
T007821,2025-11-14,Income,Individual Donation,91088,,,P010,G015,Karnataka,Cheque,Completed,Individual Donation
T007822,2024-12-21,Income,Individual Donation,92785,,,P012,G003,Madhya Pradesh,RTGS,Completed,Individual Donation
T007823,2025-02-14,Income,CSR Grant,18175269,,,P008,G015,Delhi,NEFT,Failed,CSR Grant
T007824,2026-05-13,Expense,Consulting,-105751,V109,,P013,G018,Rajasthan,UPI,Completed,Consulting
T007825,2025-10-17,Expense,Rent,-75508,V096,,P012,G015,Uttar Pradesh,UPI,Pending,Rent
T007826,2024-10-09,Income,Government Grant,39521730,,,P012,G020,Karnataka,RTGS,Completed,Government Grant
T007827,2026-04-19,Income,Government Grant,36139658,,,P013,G024,Maharashtra,Cheque,Completed,Government Grant
T007828,2025-03-12,Income,International NGO,21277649,,,P013,G007,Rajasthan,Cheque,Failed,International NGO
T007829,2025-11-12,Income,Individual Donation,71688,,,P013,G014,Delhi,NEFT,Completed,Individual Donation
T007830,2024-12-16,Expense,Nutrition Kits,-154469,V038,,P005,G008,Tamil Nadu,Bank Transfer,Failed,Nutrition Kits
T007831,2026-04-20,Income,International NGO,27020149,,,P006,G017,Maharashtra,NEFT,Failed,International NGO
T007832,2026-03-13,Income,CSR Grant,9296335,,,P007,G003,Uttar Pradesh,NEFT,Completed,CSR Grant
T007833,2024-10-10,Expense,Training,-42756,V024,,P005,G023,Uttar Pradesh,NEFT,Pending,Training
T007834,2024-09-03,Income,Corporate Donation,1076758,,,P005,G022,Delhi,Bank Transfer,Completed,Corporate Donation
T007835,2025-03-04,Income,Individual Donation,50473,,,P002,G024,Uttar Pradesh,NEFT,Completed,Individual Donation
T007836,2025-02-20,Expense,Rent,-161959,V031,,P004,G013,Uttar Pradesh,UPI,Completed,Rent
T007837,2024-07-29,Expense,Training,-34563,V013,,P013,G010,Tamil Nadu,RTGS,Failed,Training
T007838,2024-11-01,Income,Corporate Donation,2769910,,,P013,G019,Gujarat,UPI,Failed,Corporate Donation
T007839,2025-08-02,Expense,IT Equipment,-63133,V004,,P009,G013,Delhi,Bank Transfer,Failed,IT Equipment
T007840,2024-12-10,Expense,Utilities,-9179,V004,,P006,G012,Delhi,UPI,Completed,Utilities
T007841,2025-06-01,Expense,Utilities,-46127,V093,,P008,G006,Maharashtra,NEFT,Completed,Utilities
T007842,2025-11-23,Income,Government Grant,34301781,,,P005,G015,Gujarat,Cheque,Pending,Government Grant
T007843,2025-05-24,Income,Individual Donation,22726,,,P009,G011,Delhi,Cheque,Failed,Individual Donation
T007844,2024-08-02,Expense,Rent,-75241,V083,,P012,G019,Delhi,Cheque,Completed,Rent
T007845,2026-06-20,Expense,Office Supplies,-6469,V012,,P002,G008,Delhi,Cheque,Completed,Office Supplies
T007846,2025-08-08,Expense,Office Supplies,-34771,V077,,P003,G004,Karnataka,UPI,Completed,Office Supplies
T007847,2024-12-17,Income,CSR Grant,2018717,,,P013,G025,Karnataka,Bank Transfer,Completed,CSR Grant
T007848,2025-03-22,Income,Government Grant,46554135,,,P013,G015,Karnataka,Cheque,Completed,Government Grant
T007849,2026-03-01,Income,Government Grant,5737073,,,P007,G010,Karnataka,RTGS,Completed,Government Grant
T007850,2024-11-25,Income,Government Grant,26529716,,,P012,G022,Tamil Nadu,RTGS,Completed,Government Grant
T007851,2025-03-26,Income,International NGO,6043442,,,P008,G010,Maharashtra,Cheque,Completed,International NGO
T007852,2025-04-20,Income,Government Grant,49647039,,,P007,G019,Gujarat,RTGS,Failed,Government Grant
T007853,2024-09-20,Expense,Medicines,-123460,V019,,P008,G015,Gujarat,UPI,Pending,Medicines
T007854,2024-11-17,Income,Corporate Donation,3310601,,,P012,G013,Uttar Pradesh,Bank Transfer,Completed,Corporate Donation
T007855,2026-06-10,Expense,Nutrition Kits,-353452,V023,,P014,G013,Tamil Nadu,Bank Transfer,Completed,Nutrition Kits
T007856,2025-11-24,Expense,Nutrition Kits,-359438,V039,,P008,G023,Gujarat,UPI,Completed,Nutrition Kits
T007857,2025-07-19,Expense,Rent,-83261,V001,,P003,G016,Madhya Pradesh,Bank Transfer,Completed,Rent
T007858,2024-10-04,Income,Corporate Donation,1495911,,,P009,G006,Madhya Pradesh,Bank Transfer,Completed,Corporate Donation
T007859,2025-11-28,Income,Individual Donation,52429,,,P001,G005,Madhya Pradesh,Cheque,Failed,Individual Donation
T007860,2026-07-02,Income,CSR Grant,7495464,,,P012,G021,Uttar Pradesh,RTGS,Completed,CSR Grant
T007861,2025-09-15,Income,Corporate Donation,1548646,,,P011,G022,Rajasthan,Cheque,Completed,Corporate Donation
T007862,2025-09-24,Expense,Rent,-176983,V091,,P001,G021,Maharashtra,NEFT,Completed,Rent
T007863,2026-07-10,Income,Government Grant,23431123,,,P013,G019,Madhya Pradesh,RTGS,Completed,Government Grant
T007864,2026-05-09,Income,Individual Donation,22697,,,P011,G023,Maharashtra,NEFT,Failed,Individual Donation
T007865,2025-09-18,Expense,Training,-58197,V084,,P010,G012,Madhya Pradesh,NEFT,Completed,Training
T007866,2026-04-02,Expense,Salary,-85186,,E276,P003,G012,Gujarat,Cheque,Completed,Salary
T007867,2025-02-10,Income,Individual Donation,42348,,,P015,G012,Delhi,UPI,Pending,Individual Donation
T007868,2025-08-07,Expense,Training,-24007,V099,,P004,G001,Madhya Pradesh,Bank Transfer,Completed,Training
T007869,2025-09-18,Expense,Nutrition Kits,-296095,V115,,P012,G015,Karnataka,Bank Transfer,Failed,Nutrition Kits
T007870,2024-08-23,Expense,Office Supplies,-46528,V109,,P012,G014,Madhya Pradesh,NEFT,Completed,Office Supplies
T007871,2026-01-23,Income,Individual Donation,17403,,,P001,G004,Gujarat,Cheque,Completed,Individual Donation
T007872,2024-08-29,Income,Corporate Donation,3908184,,,P004,G002,Karnataka,RTGS,Completed,Corporate Donation
T007873,2024-12-29,Expense,Consulting,-81312,V079,,P008,G012,Delhi,UPI,Completed,Consulting
T007874,2025-01-22,Expense,Medicines,-431140,V066,,P008,G020,Karnataka,Bank Transfer,Completed,Medicines
T007875,2025-03-23,Income,CSR Grant,11362455,,,P013,G019,Maharashtra,NEFT,Failed,CSR Grant
T007876,2024-10-05,Expense,Salary,-97009,,E275,P005,G025,Karnataka,NEFT,Completed,Salary
T007877,2025-04-24,Income,Corporate Donation,2674407,,,P004,G020,Rajasthan,UPI,Completed,Corporate Donation
T007878,2025-01-25,Expense,Nutrition Kits,-68239,V105,,P011,G013,Delhi,Bank Transfer,Completed,Nutrition Kits
T007879,2024-11-20,Income,International NGO,15795299,,,P013,G025,Gujarat,Cheque,Failed,International NGO
T007880,2025-02-14,Income,International NGO,14807877,,,P012,G022,Karnataka,UPI,Completed,International NGO
T007881,2024-08-29,Income,Government Grant,18043880,,,P011,G010,Gujarat,RTGS,Pending,Government Grant
T007882,2026-05-21,Income,Government Grant,13770450,,,P005,G006,Uttar Pradesh,Cheque,Pending,Government Grant
T007883,2025-12-16,Income,CSR Grant,9508224,,,P006,G009,Uttar Pradesh,RTGS,Completed,CSR Grant
T007884,2024-11-01,Income,Government Grant,47150211,,,P009,G025,Tamil Nadu,UPI,Completed,Government Grant
T007885,2025-09-09,Income,Corporate Donation,564559,,,P012,G007,Rajasthan,Bank Transfer,Completed,Corporate Donation
T007886,2026-02-24,Expense,Travel,-19044,V014,,P008,G013,Karnataka,Bank Transfer,Failed,Travel
T007887,2025-08-19,Expense,Office Supplies,-32950,V087,,P010,G001,Maharashtra,Cheque,Pending,Office Supplies
T007888,2025-08-09,Expense,Nutrition Kits,-254805,V049,,P010,G023,Rajasthan,UPI,Completed,Nutrition Kits
T007889,2026-01-21,Income,International NGO,13495211,,,P004,G008,Madhya Pradesh,UPI,Completed,International NGO
T007890,2024-07-30,Income,CSR Grant,8172701,,,P003,G009,Uttar Pradesh,NEFT,Completed,CSR Grant
T007891,2025-10-13,Income,CSR Grant,2958172,,,P013,G020,Gujarat,Bank Transfer,Failed,CSR Grant
T007892,2024-09-03,Expense,IT Equipment,-254991,V073,,P006,G005,Uttar Pradesh,NEFT,Completed,IT Equipment
T007893,2025-10-16,Income,Individual Donation,5628,,,P014,G004,Tamil Nadu,UPI,Completed,Individual Donation
T007894,2025-05-29,Expense,Utilities,-22137,V078,,P002,G013,Karnataka,NEFT,Completed,Utilities
T007895,2026-06-03,Expense,Nutrition Kits,-142726,V043,,P006,G004,Rajasthan,RTGS,Pending,Nutrition Kits
T007896,2025-05-14,Income,International NGO,1375657,,,P015,G017,Uttar Pradesh,NEFT,Completed,International NGO
T007897,2024-08-23,Income,CSR Grant,17782453,,,P009,G016,Karnataka,NEFT,Completed,CSR Grant
T007898,2025-09-27,Income,International NGO,29688172,,,P008,G025,Uttar Pradesh,UPI,Completed,International NGO
T007899,2024-09-21,Expense,Rent,-155989,V049,,P005,G011,Maharashtra,Cheque,Completed,Rent
T007900,2026-06-21,Expense,Travel,-45732,V114,,P011,G010,Rajasthan,UPI,Completed,Travel
T007901,2026-01-18,Expense,Rent,-189110,V009,,P008,G010,Karnataka,Cheque,Pending,Rent
T007902,2024-07-22,Expense,Nutrition Kits,-158105,V006,,P014,G016,Delhi,RTGS,Completed,Nutrition Kits
T007903,2024-11-28,Expense,Nutrition Kits,-138542,V095,,P002,G019,Gujarat,RTGS,Completed,Nutrition Kits
T007904,2025-12-05,Income,Government Grant,20249324,,,P009,G010,Karnataka,Bank Transfer,Failed,Government Grant
T007905,2024-07-27,Income,Government Grant,5213843,,,P008,G012,Madhya Pradesh,Cheque,Failed,Government Grant
T007906,2024-09-04,Income,Government Grant,47293630,,,P004,G002,Tamil Nadu,RTGS,Completed,Government Grant
T007907,2025-01-02,Expense,Office Supplies,-14601,V046,,P011,G019,Maharashtra,Bank Transfer,Pending,Office Supplies
T007908,2026-06-08,Income,Government Grant,30469662,,,P014,G019,Rajasthan,RTGS,Completed,Government Grant
T007909,2025-11-20,Expense,Travel,-16119,V067,,P013,G023,Maharashtra,Bank Transfer,Pending,Travel
T007910,2026-07-06,Income,CSR Grant,2847687,,,P008,G018,Rajasthan,Bank Transfer,Completed,CSR Grant
T007911,2025-05-20,Expense,Medicines,-421040,V066,,P003,G023,Tamil Nadu,NEFT,Failed,Medicines
T007912,2024-09-26,Expense,Office Supplies,-40632,V054,,P015,G024,Karnataka,Bank Transfer,Failed,Office Supplies
T007913,2026-04-15,Expense,Rent,-80585,V092,,P013,G005,Karnataka,UPI,Completed,Rent
T007914,2026-06-02,Income,Individual Donation,56352,,,P012,G002,Madhya Pradesh,NEFT,Completed,Individual Donation
T007915,2025-09-14,Expense,Utilities,-23843,V068,,P001,G009,Delhi,Bank Transfer,Failed,Utilities
T007916,2026-06-08,Expense,Rent,-62568,V113,,P005,G001,Rajasthan,Cheque,Pending,Rent
T007917,2025-05-02,Expense,Salary,-90131,,E006,P012,G003,Madhya Pradesh,Bank Transfer,Completed,Salary
T007918,2025-10-03,Income,International NGO,3251685,,,P013,G022,Uttar Pradesh,Cheque,Completed,International NGO
T007919,2025-03-27,Expense,Training,-92040,V039,,P013,G012,Uttar Pradesh,RTGS,Completed,Training
T007920,2025-05-26,Income,Government Grant,28450139,,,P005,G024,Madhya Pradesh,NEFT,Completed,Government Grant
T007921,2026-03-26,Income,Government Grant,3611730,,,P015,G016,Gujarat,RTGS,Completed,Government Grant
T007922,2026-01-23,Expense,Training,-19022,V061,,P001,G003,Madhya Pradesh,NEFT,Completed,Training
T007923,2024-07-23,Income,Government Grant,30482133,,,P011,G008,Gujarat,Bank Transfer,Pending,Government Grant
T007924,2024-12-03,Expense,Nutrition Kits,-111827,V083,,P011,G024,Karnataka,NEFT,Completed,Nutrition Kits
T007925,2026-03-06,Expense,Rent,-161601,V040,,P009,G021,Maharashtra,RTGS,Completed,Rent
T007926,2024-10-30,Income,International NGO,23970094,,,P008,G024,Delhi,RTGS,Completed,International NGO
T007927,2025-03-31,Income,Government Grant,47735520,,,P011,G023,Maharashtra,Bank Transfer,Completed,Government Grant
T007928,2025-02-21,Income,Government Grant,48787468,,,P012,G009,Tamil Nadu,Cheque,Completed,Government Grant
T007929,2025-06-17,Income,CSR Grant,6766760,,,P012,G025,Madhya Pradesh,NEFT,Completed,CSR Grant
T007930,2026-04-26,Expense,Rent,-92796,V033,,P002,G003,Karnataka,RTGS,Completed,Rent
T007931,2026-01-18,Expense,IT Equipment,-134393,V083,,P013,G022,Madhya Pradesh,NEFT,Completed,IT Equipment
T007932,2024-08-04,Expense,Travel,-39435,V102,,P013,G014,Delhi,RTGS,Completed,Travel
T007933,2026-04-10,Expense,IT Equipment,-282891,V025,,P002,G008,Uttar Pradesh,RTGS,Completed,IT Equipment
T007934,2024-10-07,Expense,Nutrition Kits,-140331,V078,,P001,G014,Gujarat,NEFT,Completed,Nutrition Kits
T007935,2025-09-15,Expense,IT Equipment,-61193,V086,,P003,G020,Tamil Nadu,RTGS,Completed,IT Equipment
T007936,2024-11-17,Expense,Utilities,-42380,V030,,P009,G024,Delhi,UPI,Failed,Utilities
T007937,2024-09-03,Expense,Medicines,-103214,V114,,P004,G006,Delhi,UPI,Failed,Medicines
T007938,2025-07-08,Expense,Office Supplies,-41759,V094,,P006,G025,Delhi,RTGS,Completed,Office Supplies
T007939,2024-12-18,Income,Government Grant,36388991,,,P001,G001,Madhya Pradesh,UPI,Failed,Government Grant
T007940,2026-04-14,Income,CSR Grant,13375724,,,P005,G005,Gujarat,Bank Transfer,Completed,CSR Grant
T007941,2026-06-02,Income,Government Grant,35446688,,,P003,G018,Karnataka,Bank Transfer,Pending,Government Grant
T007942,2026-06-06,Expense,Travel,-33551,V095,,P001,G006,Maharashtra,UPI,Completed,Travel
T007943,2024-08-22,Expense,Nutrition Kits,-138342,V048,,P004,G011,Rajasthan,Bank Transfer,Pending,Nutrition Kits
T007944,2026-05-20,Expense,Travel,-18202,V111,,P006,G013,Rajasthan,UPI,Completed,Travel
T007945,2025-07-20,Expense,Nutrition Kits,-119358,V019,,P003,G010,Maharashtra,UPI,Completed,Nutrition Kits
T007946,2026-03-14,Expense,Rent,-164408,V015,,P014,G013,Karnataka,Bank Transfer,Completed,Rent
T007947,2026-04-30,Expense,Salary,-123283,,E180,P011,G009,Karnataka,RTGS,Completed,Salary
T007948,2025-03-20,Income,Government Grant,49349604,,,P014,G019,Maharashtra,RTGS,Completed,Government Grant
T007949,2024-09-06,Expense,Salary,-62864,,E114,P003,G010,Madhya Pradesh,UPI,Completed,Salary
T007950,2025-10-26,Expense,Rent,-193026,V035,,P010,G025,Rajasthan,NEFT,Failed,Rent
T007951,2024-07-28,Expense,Consulting,-122269,V080,,P012,G022,Delhi,Bank Transfer,Completed,Consulting
T007952,2025-11-09,Expense,Consulting,-266205,V094,,P008,G022,Rajasthan,RTGS,Completed,Consulting
T007953,2025-12-26,Income,International NGO,9632625,,,P008,G002,Maharashtra,NEFT,Pending,International NGO
T007954,2026-06-23,Expense,Office Supplies,-33363,V074,,P002,G008,Tamil Nadu,NEFT,Completed,Office Supplies
T007955,2026-04-11,Income,International NGO,8007249,,,P004,G013,Madhya Pradesh,Cheque,Completed,International NGO
T007956,2025-07-24,Income,Corporate Donation,425643,,,P004,G019,Madhya Pradesh,UPI,Completed,Corporate Donation
T007957,2025-03-09,Expense,Utilities,-36007,V064,,P002,G013,Tamil Nadu,Bank Transfer,Failed,Utilities
T007958,2024-10-12,Income,International NGO,2536096,,,P013,G012,Gujarat,Cheque,Completed,International NGO
